,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
2731,4 Warn Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7mRZo91SkL"">pic.twitter.com/7mRZo91SkL</a></p>",0,0,0,,,,0,"Tornado Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT pic.twitter.com/7mRZo91SkL",2019-04-13 22:18:23,1555193903,1117190321203503106,/4WarnWx/status/1117190321203503106,739530629688098816,4WarnWx
2732,4 Warn Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning continues for Phoenix MS, Redwood MS until 5:45 PM CDT <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KsMBVuUaxC"">pic.twitter.com/KsMBVuUaxC</a></p>",0,0,0,,,,0,"Tornado Warning continues for Phoenix MS, Redwood MS until 5:45 PM CDT pic.twitter.com/KsMBVuUaxC",2019-04-13 22:18:23,1555193903,1117190319542554624,/4WarnWx/status/1117190319542554624,739530629688098816,4WarnWx
2733,João Santos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""pt"">É uma pessoa bue porreira e que se tem <strong>tornado</strong> cada vez mais um amigo próximo e que quero guardar para a vida! EL CAMARÓN! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MamboRijo/status/1117125333323526144"" dir=""ltr"" href=""https://t.co/isoHU3kNdu"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MamboRijo/status/1117125333323526144""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MamboRijo/stat</span><span class=""invisible"">us/1117125333323526144</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,4,1,,,,0,É uma pessoa bue porreira e que se tem tornado cada vez mais um amigo próximo e que quero guardar para a vida! EL CAMARÓN! https://twitter.com/MamboRijo/status/1117125333323526144 …,2019-04-13 22:18:18,1555193898,1117190299938435077,/JPSantos1212/status/1117190299938435077,1055221482723381248,JPSantos1212
2734,MY ROCK 96.5,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/TQvK8rplhv"">pic.twitter.com/TQvK8rplhv</a> <a class=""twitter-timeline-link"" data-expanded-url=""https://twitter.com/NWStornado/status/1117189542661038080"" dir=""ltr"" href=""https://t.co/W3pLLjwT06"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NWStornado/status/1117189542661038080""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NWStornado/sta</span><span class=""invisible"">tus/1117189542661038080</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Tornado Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT pic.twitter.com/TQvK8rplhv https://twitter.com/NWStornado/status/1117189542661038080 …",2019-04-13 22:18:17,1555193897,1117190295760908290,/MyRock965/status/1117190295760908290,22006560,MyRock965
2735,MY ROCK 96.5,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning continues for Phoenix MS, Redwood MS until 5:45 PM CDT <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/euTBywiYpU"">pic.twitter.com/euTBywiYpU</a> <a class=""twitter-timeline-link"" data-expanded-url=""https://twitter.com/NWStornado/status/1117189315522637825"" dir=""ltr"" href=""https://t.co/M9UbfJh242"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NWStornado/status/1117189315522637825""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NWStornado/sta</span><span class=""invisible"">tus/1117189315522637825</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Tornado Warning continues for Phoenix MS, Redwood MS until 5:45 PM CDT pic.twitter.com/euTBywiYpU https://twitter.com/NWStornado/status/1117189315522637825 …",2019-04-13 22:18:17,1555193897,1117190294112436229,/MyRock965/status/1117190294112436229,22006560,MyRock965
2736,Mark Stalcup,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Praying for folks near <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Vicksburg?src=hash""><s>#</s><b>Vicksburg</b></a> Back-to-back <strong>tornado</strong> siganatures rolling through <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MSwx?src=hash""><s>#</s><b>MSwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Eq1eMnXJ5A"">pic.twitter.com/Eq1eMnXJ5A</a></p>",0,5,0,,,,2,Praying for folks near #Vicksburg Back-to-back tornado siganatures rolling through #MSwxpic.twitter.com/Eq1eMnXJ5A,2019-04-13 22:18:16,1555193896,1117190292153753601,/StalcupWx/status/1117190292153753601,3182410381,StalcupWx
2737,Cheryl__In__Georgia,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Watch <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""212071519"" dir=""ltr"" href=""/Jeff_Piotrowski""><s>@</s><b>Jeff_Piotrowski</b></a>'s broadcast: <strong>Tornado</strong> warning now tracking toward delta we are in the path.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.pscp.tv/w/b4JXgTFQbUVxV1dPUGtLb1l8MXlwS2R2RG5YZFFKV-BpBlSE-2qDVxPSXALUNkg_rlFEMRu720wtg1OYSc-Q"" dir=""ltr"" href=""https://t.co/iuVhTuIEKi"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.pscp.tv/w/b4JXgTFQbUVxV1dPUGtLb1l8MXlwS2R2RG5YZFFKV-BpBlSE-2qDVxPSXALUNkg_rlFEMRu720wtg1OYSc-Q""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">pscp.tv/w/b4JXgTFQbUVx</span><span class=""invisible"">V1dPUGtLb1l8MXlwS2R2RG5YZFFKV-BpBlSE-2qDVxPSXALUNkg_rlFEMRu720wtg1OYSc-Q</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,1,,,,0,Watch @Jeff_Piotrowski's broadcast: Tornado warning now tracking toward delta we are in the path.#lawxhttps://www.pscp.tv/w/b4JXgTFQbUVxV1dPUGtLb1l8MXlwS2R2RG5YZFFKV-BpBlSE-2qDVxPSXALUNkg_rlFEMRu720wtg1OYSc-Q …,2019-04-13 22:18:13,1555193893,1117190279541547009,/CherylinGeorgia/status/1117190279541547009,119121865,CherylinGeorgia
2738,RadarScope,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">At 512 PM CDT, a confirmed <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tornado?src=hash""><s>#</s><b><strong>tornado</strong></b></a> was located over Oak Ridge, or near Redwood, moving northeast at 50 mph. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lawx?src=hash""><s>#</s><b>lawx</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ThinkWeather?src=hash""><s>#</s><b>ThinkWeather</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/E0jRMiqFe8"">pic.twitter.com/E0jRMiqFe8</a></p>",0,17,0,,,,8,"At 512 PM CDT, a confirmed #tornado was located over Oak Ridge, or near Redwood, moving northeast at 50 mph. #mswx #lawx #ThinkWeatherpic.twitter.com/E0jRMiqFe8",2019-04-13 22:18:02,1555193882,1117190232351363072,/RadarScope/status/1117190232351363072,21705211,RadarScope
2739,KHOU 11 News Houston,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Franklin, Texas <strong>tornado</strong>: Debris and damage everywhere <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/TdjAf2h5hxY"" dir=""ltr"" href=""https://t.co/XAbDF7oVT8"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/TdjAf2h5hxY""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/TdjAf2h5hxY</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a></p>",0,1,0,,,,2,"Franklin, Texas tornado: Debris and damage everywhere https://youtu.be/TdjAf2h5hxY  via @YouTube",2019-04-13 22:17:56,1555193876,1117190208477433857,/KHOU/status/1117190208477433857,15791186,KHOU
2740,Brad Panovich,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">we didn't have a <strong>tornado</strong> outbreak last year at this time. Are you thinking of a different year?</p>",0,0,1,,,,0,we didn't have a tornado outbreak last year at this time. Are you thinking of a different year?,2019-04-13 22:17:53,1555193873,1117190193923203074,/wxbrad/status/1117190193923203074,22215485,wxbrad
2741,⚡️ Tornado Weather Alerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">NWS Alert&gt; Potential <strong>Tornado</strong> Over Vicksburg Moving NE At 35 MPH. Large Hail. Mobile Homes May Be Damaged. Damage to Roofs, Windows, &amp; Vehicles will Occur. Tree Damage is Likely. This Possible <strong>Tornado</strong> will Be... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://www.simpleweatheralert.com/cgi-bin/weatherdetail.py?l=MS125CF2686E7C.TornadoWarning.125CF2687458MS.JANSVSJAN.a1a042191ba121455f7230f6669c459a&amp;a=1003&amp;t=0"" dir=""ltr"" href=""https://t.co/UxLrjcDRRB"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.simpleweatheralert.com/cgi-bin/weatherdetail.py?l=MS125CF2686E7C.TornadoWarning.125CF2687458MS.JANSVSJAN.a1a042191ba121455f7230f6669c459a&amp;a=1003&amp;t=0""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">simpleweatheralert.com/cgi-bin/weathe</span><span class=""invisible"">rdetail.py?l=MS125CF2686E7C.TornadoWarning.125CF2687458MS.JANSVSJAN.a1a042191ba121455f7230f6669c459a&amp;a=1003&amp;t=0</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,2,0,,,,0,"NWS Alert> Potential Tornado Over Vicksburg Moving NE At 35 MPH. Large Hail. Mobile Homes May Be Damaged. Damage to Roofs, Windows, & Vehicles will Occur. Tree Damage is Likely. This Possible Tornado will Be... #mswx http://www.simpleweatheralert.com/cgi-bin/weatherdetail.py?l=MS125CF2686E7C.TornadoWarning.125CF2687458MS.JANSVSJAN.a1a042191ba121455f7230f6669c459a&a=1003&t=0 …",2019-04-13 22:17:53,1555193873,1117190192765513730,/TornadoWeather/status/1117190192765513730,372078694,TornadoWeather
2742,Pulse Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>TORNADO</strong> WARNING EXTENDED into Hinds, Issaquena, Sharkey, Warren, and Yazoo County Mississippi.</p>",0,0,0,,,,0,"TORNADO WARNING EXTENDED into Hinds, Issaquena, Sharkey, Warren, and Yazoo County Mississippi.",2019-04-13 22:17:42,1555193862,1117190147517272064,/PulseWX/status/1117190147517272064,1093346371971604480,PulseWX
2743,Kevin Mahoney,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Any <strong>tornado</strong> photos? I've only seen a rain-wrapped looking rope so far. Wake me when the panhandle gets going.</p>",0,1,1,,,,0,Any tornado photos? I've only seen a rain-wrapped looking rope so far. Wake me when the panhandle gets going.,2019-04-13 22:17:41,1555193861,1117190145432641536,/kev13_wx/status/1117190145432641536,1645587342,kev13_wx
2744,The Weatherman,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">...A <strong>TORNADO</strong> WARNING REMAINS IN EFFECT UNTIL 545 PM CDT FOR
NORTHEASTERN WARREN...SOUTHWESTERN YAZOO AND NORTHWESTERN HINDS
COUNTIES...
    
At 512 PM CDT, a confirmed <strong>tornado</strong> was located over Oak Ridge, or
near Redwood, moving northeast at 50 mph.</p>",0,0,0,,,,0,"...A TORNADO WARNING REMAINS IN EFFECT UNTIL 545 PM CDT FOR
NORTHEASTERN WARREN...SOUTHWESTERN YAZOO AND NORTHWESTERN HINDS
COUNTIES...
    
At 512 PM CDT, a confirmed tornado was located over Oak Ridge, or
near Redwood, moving northeast at 50 mph.",2019-04-13 22:17:39,1555193859,1117190136066973698,/RLM4554/status/1117190136066973698,916298560756441088,RLM4554
2745,Antonio Maffei,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>TORNADO</strong> WARNING EXTENDED into Hinds, Issaquena, Sharkey, Warren, and Yazoo County Mississippi.</p>",0,0,0,,,,0,"TORNADO WARNING EXTENDED into Hinds, Issaquena, Sharkey, Warren, and Yazoo County Mississippi.",2019-04-13 22:17:37,1555193857,1117190128437358592,/AMaffeiWX/status/1117190128437358592,1007844309364662273,AMaffeiWX
2746,Michael White,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Nasty hook on a <strong>tornado</strong> warned storm NE of Vicksburg. These storms arrive here around 2am. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/0mKc1kXxDX"">pic.twitter.com/0mKc1kXxDX</a></p>",0,1,0,,,,0,Nasty hook on a tornado warned storm NE of Vicksburg. These storms arrive here around 2am. pic.twitter.com/0mKc1kXxDX,2019-04-13 22:17:35,1555193855,1117190119503663104,/michaelwhitewx/status/1117190119503663104,1188278046,michaelwhitewx
2747,Pamela Swain,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">REDWOOD BALLGROUND DELTA VICKSBURG MISSISSIPPI
TAKE COVER YOU ARE GOING TO OR ARE BEING SLAMMED AT THIS MOMENT.
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tornado?src=hash""><s>#</s><b><strong>tornado</strong></b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tornadowarning?src=hash""><s>#</s><b>tornadowarning</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Supercell?src=hash""><s>#</s><b>Supercell</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/severeweather?src=hash""><s>#</s><b>severeweather</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/V6rftZHYkh"">pic.twitter.com/V6rftZHYkh</a></p>",0,0,1,,,,0,"REDWOOD BALLGROUND DELTA VICKSBURG MISSISSIPPI
TAKE COVER YOU ARE GOING TO OR ARE BEING SLAMMED AT THIS MOMENT.
#mswx
#tornado
#tornadowarning
#Supercell
#severeweatherpic.twitter.com/V6rftZHYkh",2019-04-13 22:17:32,1555193852,1117190107935776773,/Writer_thriller/status/1117190107935776773,849997154278133762,Writer_thriller
2748,Dale,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A feed by Extreme <strong>Tornado</strong> Tours, a feed by Keith Fronk, and a feed by Chris Conley.</p>",0,1,1,,,,0,"A feed by Extreme Tornado Tours, a feed by Keith Fronk, and a feed by Chris Conley.",2019-04-13 22:17:19,1555193839,1117190052512247808,/dalehay/status/1117190052512247808,10440,dalehay
2749,Esperanza Merkman,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I love summer but man these fucking <strong>tornado</strong> outbreaks is really scaring the fuck out of me !!!!</p>",0,2,0,,,,0,I love summer but man these fucking tornado outbreaks is really scaring the fuck out of me !!!!,2019-04-13 22:17:10,1555193830,1117190016218877952,/Esperanzamerkm6/status/1117190016218877952,988559581465972736,Esperanzamerkm6
2750,ArfaNews,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Tornado</strong> Mengancam Wilayah Selatan Amerika - <a class=""twitter-timeline-link"" data-expanded-url=""http://www.arfanews.id/2019/04/tornado-mengancam-wilayah-selatan-amerika/"" dir=""ltr"" href=""https://t.co/F39vsy2QKe"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.arfanews.id/2019/04/tornado-mengancam-wilayah-selatan-amerika/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">arfanews.id/2019/04/tornad</span><span class=""invisible"">o-mengancam-wilayah-selatan-amerika/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/v9srHveIrm"">pic.twitter.com/v9srHveIrm</a></p>",0,0,0,,,,0,Tornado Mengancam Wilayah Selatan Amerika - http://www.arfanews.id/2019/04/tornado-mengancam-wilayah-selatan-amerika/ …pic.twitter.com/v9srHveIrm,2019-04-13 22:17:06,1555193826,1117189997881204737,/arfa_news/status/1117189997881204737,898378079399165952,arfa_news
2751,BOOMMSLAMMERZ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> touches down in Texas as severe storm system threatens Southeast <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://a.msn.com/04/en-us/BBVUzLP?ocid=st"" dir=""ltr"" href=""https://t.co/XY9VnH14fX"" rel=""nofollow noopener"" target=""_blank"" title=""http://a.msn.com/04/en-us/BBVUzLP?ocid=st""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">a.msn.com/04/en-us/BBVUz</span><span class=""invisible"">LP?ocid=st</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,1,0,,,,0,Tornado touches down in Texas as severe storm system threatens Southeast http://a.msn.com/04/en-us/BBVUzLP?ocid=st …,2019-04-13 22:16:55,1555193815,1117189952377434112,/boommslammerz/status/1117189952377434112,1065383762920378368,boommslammerz
2752,Ashley Rakestraw,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><strong>Tornado</strong> Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT
TAKE COVER NOW IN MISSISSIPPI! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NWStornado/status/1117189542661038080"" dir=""ltr"" href=""https://t.co/XaJg4bxUaX"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NWStornado/status/1117189542661038080""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NWStornado/sta</span><span class=""invisible"">tus/1117189542661038080</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Tornado Warning continues for Vicksburg MS, Beechwood MS, Redwood MS until 5:30 PM CDT
TAKE COVER NOW IN MISSISSIPPI! https://twitter.com/NWStornado/status/1117189542661038080 …",2019-04-13 22:16:51,1555193811,1117189934631329793,/Cheermaster500/status/1117189934631329793,834563365,Cheermaster500
2753,Rob Delp Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>TORNADO</strong>  WARNINGS FOR  MS  <strong>Tornado</strong> (red) Storm (yellow)   Latest Radars:  <a class=""twitter-timeline-link"" data-expanded-url=""http://www.weather.pub"" dir=""ltr"" href=""https://t.co/HNLPnb8GMF"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.weather.pub""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">weather.pub</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wx?src=hash""><s>#</s><b>wx</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/weather?src=hash""><s>#</s><b>weather</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tornado?src=hash""><s>#</s><b><strong>tornado</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/storm?src=hash""><s>#</s><b>storm</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/hail?src=hash""><s>#</s><b>hail</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wind?src=hash""><s>#</s><b>wind</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/damage?src=hash""><s>#</s><b>damage</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/news?src=hash""><s>#</s><b>news</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wEZahnJv3O"">pic.twitter.com/wEZahnJv3O</a></p>",0,1,0,,,,0,"TORNADO  WARNINGS FOR  MS  Tornado (red) Storm (yellow)   Latest Radars:  http://www.weather.pub 
#wx #weather #tornado #storm #hail #wind #damage #news #mswxpic.twitter.com/wEZahnJv3O",2019-04-13 22:16:43,1555193803,1117189899218771968,/livewxradar/status/1117189899218771968,183688400,livewxradar
2754,ᴘᴇᴛᴇʀ ᴘʟᴀɴᴀᴍᴇɴᴛᴇ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We could see severe thunderstorms overnight tomorrow - Monday morning. Frequent lightning, high wind gusts, and a <strong>tornado</strong> are possible. I'll have a complete update tomorrow morning. 

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/njwx?src=hash""><s>#</s><b>njwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/6p5XLr1mW9"">pic.twitter.com/6p5XLr1mW9</a></p>",0,4,2,,,,1,"We could see severe thunderstorms overnight tomorrow - Monday morning. Frequent lightning, high wind gusts, and a tornado are possible. I'll have a complete update tomorrow morning. 

#njwxpic.twitter.com/6p5XLr1mW9",2019-04-13 22:16:32,1555193792,1117189855145070597,/plana_journ/status/1117189855145070597,2788847458,plana_journ
2755,Autumn Yatabe,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Heads up! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Tornado?src=hash""><s>#</s><b><strong>Tornado</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/weswyattweather/status/1117181862043111424"" dir=""ltr"" href=""https://t.co/EYSHxVPNsn"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/weswyattweather/status/1117181862043111424""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/weswyattweathe</span><span class=""invisible"">r/status/1117181862043111424</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Heads up! #Tornado https://twitter.com/weswyattweather/status/1117181862043111424 …,2019-04-13 22:16:30,1555193790,1117189844864774146,/SciRocker/status/1117189844864774146,922613656667422722,SciRocker
2756,LoudPlanetGeoscience,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> warned storm with heavy rain, lightning, &amp; gusty winds!

Live NOW near the Louisiana-Mississippi line. <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/story.php?story_fbid=2458414717504652&amp;id=507078369304973"" dir=""ltr"" href=""https://t.co/Y9gj2JKG5L"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/story.php?story_fbid=2458414717504652&amp;id=507078369304973""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/story.php?stor</span><span class=""invisible"">y_fbid=2458414717504652&amp;id=507078369304973</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Tornado warned storm with heavy rain, lightning, & gusty winds!

Live NOW near the Louisiana-Mississippi line. https://www.facebook.com/story.php?story_fbid=2458414717504652&id=507078369304973 …",2019-04-13 22:16:27,1555193787,1117189833233842176,/LPGeoscience/status/1117189833233842176,821971436,LPGeoscience
