,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
2919,FemBOMB,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Arkansas <strong>Flooding</strong> 2019 &amp; Pets | Best Friends Animal Society:  <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bestfriends.org/stories-blog-videos/latest-news/arkansas-flooding-2019-pets"" dir=""ltr"" href=""https://t.co/iCBciC0PPD"" rel=""nofollow noopener"" target=""_blank"" title=""https://bestfriends.org/stories-blog-videos/latest-news/arkansas-flooding-2019-pets""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bestfriends.org/stories-blog-v</span><span class=""invisible"">ideos/latest-news/arkansas-flooding-2019-pets</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,1,0,,,,0,Arkansas Flooding 2019 & Pets | Best Friends Animal Society:  https://bestfriends.org/stories-blog-videos/latest-news/arkansas-flooding-2019-pets …,2019-07-21 19:17:20,1563736640,1153021158691942401,/FemBOMB/status/1153021158691942401,22774483,FemBOMB
2920,hudlion,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I mean it's even better imo because be promised never to destroy the world with another <strong>flood</strong> of water. so he is open to other apocalypses including say a <strong>flood</strong> of fire</p>",0,2,0,,,,0,I mean it's even better imo because be promised never to destroy the world with another flood of water. so he is open to other apocalypses including say a flood of fire,2019-07-21 19:17:10,1563736630,1153021113712226304,/hudlion/status/1153021113712226304,42898472,hudlion
2921,CA125SY,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Monitoring the local river levels in Braithwaite for the <strong>flood</strong> group on 21 Jul 2019 20:17 <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/B05YFYt5E2"">pic.twitter.com/B05YFYt5E2</a></p>",0,0,0,,,,0,Monitoring the local river levels in Braithwaite for the flood group on 21 Jul 2019 20:17 pic.twitter.com/B05YFYt5E2,2019-07-21 19:17:09,1563736629,1153021108611891200,/CA125SY/status/1153021108611891200,3362182379,CA125SY
2922,BeingMaithil,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mithila?src=hash""><s>#</s><b>Mithila</b></a>(<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Bihar?src=hash""><s>#</s><b>Bihar</b></a>)-<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Assam?src=hash""><s>#</s><b>Assam</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/floods?src=hash""><s>#</s><b><strong>floods</strong></b></a> hardly evoke any reactions while all focus on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mumbai?src=hash""><s>#</s><b>Mumbai</b></a> rains. <img alt=""☹️"" aria-label=""Emoji: Frowning face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2639.png"" title=""Frowning face""/><img alt=""😣"" aria-label=""Emoji: Persevering face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f623.png"" title=""Persevering face""/>.
.
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Pray?src=hash""><s>#</s><b>Pray</b></a> for Mithila Assam <strong>Floods</strong> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/victims?src=hash""><s>#</s><b>victims</b></a>.
.
सहायता लेल | For Donation 
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B0MKYJUAVPa/?igshid=q56mmjr93vdv"" dir=""ltr"" href=""https://t.co/PXJiNv15BW"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B0MKYJUAVPa/?igshid=q56mmjr93vdv""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B0MKYJUAVPa/</span><span class=""invisible"">?igshid=q56mmjr93vdv</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/U1cCtM7MKT"">pic.twitter.com/U1cCtM7MKT</a></p>",0,3,0,,,,0,"#Mithila(#Bihar)-#Assam #floods hardly evoke any reactions while all focus on #Mumbai rains. .
.
#Pray for Mithila Assam Floods #victims.
.
सहायता लेल | For Donation 
https://www.instagram.com/p/B0MKYJUAVPa/?igshid=q56mmjr93vdv …pic.twitter.com/U1cCtM7MKT",2019-07-21 19:17:05,1563736625,1153021091981299712,/BeingMaithil/status/1153021091981299712,828127791069614080,BeingMaithil
2923,MU Nutrition & Health Extension,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Before beginning any cleanup, make sure you have the proper personal protection equipment. Wear rubber boots, rubber gloves, goggles, and a face mask with an N-95 or P-100 label. 

For more helpful resources for after <strong>flooding</strong> visit <a class=""twitter-timeline-link"" data-expanded-url=""http://extension.missouri.edu/programs/flood-resources"" dir=""ltr"" href=""https://t.co/tOTacK5fot"" rel=""nofollow noopener"" target=""_blank"" title=""http://extension.missouri.edu/programs/flood-resources""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">extension.missouri.edu/programs/flood</span><span class=""invisible"">-resources</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MOFlood?src=hash""><s>#</s><b>MOFlood</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MORecovery?src=hash""><s>#</s><b>MORecovery</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/iKEYXLxbbw"">pic.twitter.com/iKEYXLxbbw</a></p>",0,0,0,,,,0,"Before beginning any cleanup, make sure you have the proper personal protection equipment. Wear rubber boots, rubber gloves, goggles, and a face mask with an N-95 or P-100 label. 

For more helpful resources for after flooding visit http://extension.missouri.edu/programs/flood-resources …
#MOFlood #MORecoverypic.twitter.com/iKEYXLxbbw",2019-07-21 19:17:02,1563736622,1153021081038536704,/MU_NandH_Ext/status/1153021081038536704,1342744502,MU_NandH_Ext
2924,Harun Polat,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">İyi bir <strong>flood</strong> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/trerdemsezer/status/1152953120877699076"" dir=""ltr"" href=""https://t.co/YKaJBdiMDc"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/trerdemsezer/status/1152953120877699076""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/trerdemsezer/s</span><span class=""invisible"">tatus/1152953120877699076</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,İyi bir flood https://twitter.com/trerdemsezer/status/1152953120877699076 …,2019-07-21 19:17:02,1563736622,1153021080531034113,/haarunplt/status/1153021080531034113,1671010219,haarunplt
2925,TrashArc / Dirge / Raiden | Loving Linguang Jun 💕,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You may not be at 1K as of now, but you're at 999 and I'm gonna anticipate that it's gonna <strong>flood</strong> over soon so B-EARLY CONGRATS, AHHHHHH

//swan dives off a bridge//

Also, I'll be sending you a dropbox link soon.</p>",0,0,0,,,,0,"You may not be at 1K as of now, but you're at 999 and I'm gonna anticipate that it's gonna flood over soon so B-EARLY CONGRATS, AHHHHHH

//swan dives off a bridge//

Also, I'll be sending you a dropbox link soon.",2019-07-21 19:16:58,1563736618,1153021062747185153,/Trash_Arc/status/1153021062747185153,755905121783992320,Trash_Arc
2926,Maame Esi,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Frodd will <strong>flood</strong> us with tears next week <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/>because Esther and Nelson are doing tinnnss</p>",0,0,1,,,,0,Frodd will flood us with tears next week because Esther and Nelson are doing tinnnss,2019-07-21 19:16:45,1563736605,1153021011916394496,/bed_uwa/status/1153021011916394496,811508752092372992,bed_uwa
2927,MT Girl,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My MOC. <img alt=""😔"" aria-label=""Emoji: Pensive face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f614.png"" title=""Pensive face""/> I'm thinking he's one of our more ""centrist"" Dems? One of the late <strong>flood</strong> of suddenly ""concerned"" MOCs who could never be bothered before. It pisses me off as using this horrific situation purely for political opportunism. Their ""concern"" falls apart under scrutiny.</p>",0,1,1,,,,0,"My MOC.  I'm thinking he's one of our more ""centrist"" Dems? One of the late flood of suddenly ""concerned"" MOCs who could never be bothered before. It pisses me off as using this horrific situation purely for political opportunism. Their ""concern"" falls apart under scrutiny.",2019-07-21 19:16:42,1563736602,1153020997613699073,/MTGirl4Good/status/1153020997613699073,893797177364930560,MTGirl4Good
2928,Teanna Byerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bay Journal - Article: Report: ‘Sunny day’ <strong>floods</strong> a rising threat in Chesapeake region <a class=""twitter-timeline-link"" data-expanded-url=""https://www.bayjournal.com/article/report_sunny_day_floods_a_rising_threat_in_chesapeake_region"" dir=""ltr"" href=""https://t.co/pN9w3i88tx"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.bayjournal.com/article/report_sunny_day_floods_a_rising_threat_in_chesapeake_region""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">bayjournal.com/article/report</span><span class=""invisible"">_sunny_day_floods_a_rising_threat_in_chesapeake_region</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Bay Journal - Article: Report: ‘Sunny day’ floods a rising threat in Chesapeake region https://www.bayjournal.com/article/report_sunny_day_floods_a_rising_threat_in_chesapeake_region …,2019-07-21 19:16:40,1563736600,1153020988759650304,/swordwhale1/status/1153020988759650304,484900310,swordwhale1
2929,Felipha Turner,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Nobody sticks around when it’s a drought and when the <strong>flood</strong> come they let you drown <img alt=""🗣"" aria-label=""Emoji: Speaking head in silhouette"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f5e3.png"" title=""Speaking head in silhouette""/></p>",0,1,0,,,,0,Nobody sticks around when it’s a drought and when the flood come they let you drown ,2019-07-21 19:16:34,1563736594,1153020964646449152,/PhillT_22/status/1153020964646449152,3297894726,PhillT_22
2930,Gettysburg Fire Dept,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NWS?src=hash""><s>#</s><b>NWS</b></a> has issued an <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Alert?src=hash""><s>#</s><b>Alert</b></a> for Adams County: Flash <strong>Flood</strong> Watch issued July 21 at 3:07PM EDT until July 23 at 2:00AM EDT by NWS <a class=""twitter-timeline-link"" data-expanded-url=""https://ift.tt/2SqG6yU"" dir=""ltr"" href=""https://t.co/KaJXn9hAqL"" rel=""nofollow noopener"" target=""_blank"" title=""https://ift.tt/2SqG6yU""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">ift.tt/2SqG6yU</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,0,0,,,,0,#NWS has issued an #Alert for Adams County: Flash Flood Watch issued July 21 at 3:07PM EDT until July 23 at 2:00AM EDT by NWS https://ift.tt/2SqG6yU ,2019-07-21 19:16:24,1563736584,1153020922871394305,/gettysburgfire/status/1153020922871394305,763939299733622786,gettysburgfire
2931,ExoVideosandPhotos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">They are <strong>flooding</strong> the Lysn App wheee the boys post Update we need to <strong>flood</strong> it back with positive comments</p>",0,0,0,,,,0,They are flooding the Lysn App wheee the boys post Update we need to flood it back with positive comments,2019-07-21 19:16:24,1563736584,1153020921109598208,/photos_exo/status/1153020921109598208,1113595830127087616,photos_exo
2932,David Noble,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Its the old deal in a fancy prose format so Johnson can sell it as new while <strong>flooding</strong> the market</p>",0,0,0,,,,0,Its the old deal in a fancy prose format so Johnson can sell it as new while flooding the market,2019-07-21 19:16:18,1563736578,1153020895872659456,/DavidandMaggie/status/1153020895872659456,251693724,DavidandMaggie
2933,🇺🇸Shannon ARMYVet HOOAH,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Well, untilwe can stop the 100k plus <strong>flooding</strong> our border illegally, what choice do we have? Illegals ate negatively effecting those who actneed sanctuary.  Do the liberals actually care? Nope! They blindly believe what ever CNN, MSNBC, and others tell... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://dlvr.it/R8qNdk"" dir=""ltr"" href=""https://t.co/0RyzTGrMX0"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/R8qNdk""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/R8qNdk</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,1,0,,,,0,"Well, untilwe can stop the 100k plus flooding our border illegally, what choice do we have? Illegals ate negatively effecting those who actneed sanctuary.  Do the liberals actually care? Nope! They blindly believe what ever CNN, MSNBC, and others tell... http://dlvr.it/R8qNdk ",2019-07-21 19:16:15,1563736575,1153020885852291072,/Shannon091171/status/1153020885852291072,1342015248,Shannon091171
2934,the national bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What makes you think I'm enjoying being led to the <strong>flood</strong>?</p>",0,37,0,,,,8,What makes you think I'm enjoying being led to the flood?,2019-07-21 19:16:09,1563736569,1153020860309131264,/the_nationalbot/status/1153020860309131264,830965269644316676,the_nationalbot
2935,Intell Traffic & Wx,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">NWS - MONTCO: Flash <strong>Flood</strong> Watch issued July 21 at 3:03PM EDT until July 23 at 8:00AM EDT by NWS <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/R8qSRh"" dir=""ltr"" href=""https://t.co/oFcGdyO3Vm"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/R8qSRh""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/R8qSRh</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,0,0,,,,0,NWS - MONTCO: Flash Flood Watch issued July 21 at 3:03PM EDT until July 23 at 8:00AM EDT by NWS http://dlvr.it/R8qSRh ,2019-07-21 19:16:05,1563736565,1153020843611394048,/TheIntellWx/status/1153020843611394048,1708136984,TheIntellWx
2936,THE WEATHER CHANNEL,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A Hurricane Warning, a Tornado Watch, and a Flash <strong>Flood</strong> Watch have been issued for our area by the National Weather Service.</p>",0,0,0,,,,0,"A Hurricane Warning, a Tornado Watch, and a Flash Flood Watch have been issued for our area by the National Weather Service.",2019-07-21 19:15:58,1563736558,1153020813303590912,/TWCAESTHETICS/status/1153020813303590912,780668558300680192,TWCAESTHETICS
2937,Clayton Fire Co WeatherSTEM,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">FLASH <strong>FLOOD</strong> WATCH
                
Issued 03:03 PM EDT on July 21, 2019

View full statement at <a class=""twitter-timeline-link"" data-expanded-url=""https://www.weatherstem.com/alert.pl?key=f8f6e87e-0807-31a3-b553-ba28b4415b7b"" dir=""ltr"" href=""https://t.co/22ufBX3Nwm"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.weatherstem.com/alert.pl?key=f8f6e87e-0807-31a3-b553-ba28b4415b7b""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">weatherstem.com/alert.pl?key=f</span><span class=""invisible"">8f6e87e-0807-31a3-b553-ba28b4415b7b</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"FLASH FLOOD WATCH
                
Issued 03:03 PM EDT on July 21, 2019

View full statement at https://www.weatherstem.com/alert.pl?key=f8f6e87e-0807-31a3-b553-ba28b4415b7b …",2019-07-21 19:15:54,1563736554,1153020797885304834,/ClaytonFireWx/status/1153020797885304834,931543579817857024,ClaytonFireWx
2938,Kanakidis,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Woman's body found in Lakewood in area that was 10 feet under water during flash <strong>flooding</strong> <a class=""twitter-timeline-link"" data-expanded-url=""https://dpo.st/2JWJrlr"" dir=""ltr"" href=""https://t.co/I5EGCX379D"" rel=""nofollow noopener"" target=""_blank"" title=""https://dpo.st/2JWJrlr""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">dpo.st/2JWJrlr</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8216772"" dir=""ltr"" href=""/denverpost""><s>@</s><b>denverpost</b></a></p>",0,0,0,,,,0,Woman's body found in Lakewood in area that was 10 feet under water during flash flooding https://dpo.st/2JWJrlr  via @denverpost,2019-07-21 19:15:47,1563736547,1153020766826434561,/Kanakidis1/status/1153020766826434561,1100809006812184582,Kanakidis1
2939,Reach Cyber WxSTEM,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">FLASH <strong>FLOOD</strong> WATCH
                
Issued 03:07 PM EDT on July 21, 2019

View full statement at <a class=""twitter-timeline-link"" data-expanded-url=""https://www.weatherstem.com/alert.pl?key=a922cd36-0bf6-375b-9d35-35670bd2da29"" dir=""ltr"" href=""https://t.co/thWOqaOsIr"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.weatherstem.com/alert.pl?key=a922cd36-0bf6-375b-9d35-35670bd2da29""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">weatherstem.com/alert.pl?key=a</span><span class=""invisible"">922cd36-0bf6-375b-9d35-35670bd2da29</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"FLASH FLOOD WATCH
                
Issued 03:07 PM EDT on July 21, 2019

View full statement at https://www.weatherstem.com/alert.pl?key=a922cd36-0bf6-375b-9d35-35670bd2da29 …",2019-07-21 19:15:46,1563736546,1153020762837659648,/RCCSWxSTEM/status/1153020762837659648,806572977286479876,RCCSWxSTEM
2940,NWS Memphis,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Heavy rainfall from storms today will cause localized street and stream <strong>flooding</strong>. Be safe out there. If Water Covers Roadway, Turn Around, Don't Drown! It's not worth it. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mswx?src=hash""><s>#</s><b>mswx</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NMSCAS_JB/status/1153019993283530758"" dir=""ltr"" href=""https://t.co/bLbd7Kvkv1"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NMSCAS_JB/status/1153019993283530758""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NMSCAS_JB/stat</span><span class=""invisible"">us/1153019993283530758</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,2,0,,,,3,"Heavy rainfall from storms today will cause localized street and stream flooding. Be safe out there. If Water Covers Roadway, Turn Around, Don't Drown! It's not worth it. #mswxhttps://twitter.com/NMSCAS_JB/status/1153019993283530758 …",2019-07-21 19:15:45,1563736545,1153020759952035841,/NWSMemphis/status/1153020759952035841,590168938,NWSMemphis
2941,matiz,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tr"">BU <strong>FLOOD</strong> O.ÇOCUĞU ALİNUR POKTAŞA İTAFEN YAZILMIŞTIR
30 AGUSTOS ZAFERİ NASIL KAZANILMIŞ OKU VE ÖĞREN O.ÇOCUĞU</p>",0,4,0,,,,0,"BU FLOOD O.ÇOCUĞU ALİNUR POKTAŞA İTAFEN YAZILMIŞTIR
30 AGUSTOS ZAFERİ NASIL KAZANILMIŞ OKU VE ÖĞREN O.ÇOCUĞU",2019-07-21 19:15:36,1563736536,1153020721263759363,/maTiz_1903/status/1153020721263759363,1152116376456388608,maTiz_1903
2942,Flood The Mainstream,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">(Don't tell him, but it will be much easier to deal with the climate and racism and even some of the fundamental problems of capitalism if we have a UBI in place. Indeed, those problems with private property were what made Thomas Paine think it was a good idea!)</p>",0,1,1,,,,0,"(Don't tell him, but it will be much easier to deal with the climate and racism and even some of the fundamental problems of capitalism if we have a UBI in place. Indeed, those problems with private property were what made Thomas Paine think it was a good idea!)",2019-07-21 19:15:36,1563736536,1153020719204360199,/FloodTheMnstrm/status/1153020719204360199,357855682,FloodTheMnstrm
2943,Okata Clinton,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Flood</strong> of  tears <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/bbnaija?src=hash""><s>#</s><b>bbnaija</b></a></p>",0,1,0,,,,0,Flood of  tears #bbnaija,2019-07-21 19:15:36,1563736536,1153020719112105985,/badmanoc/status/1153020719112105985,4698881059,badmanoc
2944,Nicola,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Gate</p>",0,2,0,,,,0,The Gate,2019-07-21 19:15:28,1563736528,1153020686996135936,/Ice_WaterFlood/status/1153020686996135936,1504485505,Ice_WaterFlood
2945,Red Cross Oklahoma,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Being prepared is the best way to alleviate stress in emergency situations. The ‘Monster Guard  App’ allows children to role play as various monster characters as they transition through different hazards such as home fires, tornadoes and <strong>floods</strong>. Check out <a class=""twitter-timeline-link"" data-expanded-url=""https://bddy.me/2Y2RFxH"" dir=""ltr"" href=""https://t.co/gRqKqZxRK1"" rel=""nofollow noopener"" target=""_blank"" title=""https://bddy.me/2Y2RFxH""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bddy.me/2Y2RFxH</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SqTks1RPUT"">pic.twitter.com/SqTks1RPUT</a></p>",0,0,0,,,,2,"Being prepared is the best way to alleviate stress in emergency situations. The ‘Monster Guard  App’ allows children to role play as various monster characters as they transition through different hazards such as home fires, tornadoes and floods. Check out https://bddy.me/2Y2RFxH pic.twitter.com/SqTks1RPUT",2019-07-21 19:15:27,1563736527,1153020682353164293,/RedCrossOK/status/1153020682353164293,20556015,RedCrossOK
2946,DC MD VA Weather - DMV Weather,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">STORMS POSSIBLE LATER TODAY, LIKELY MONDAY

Some scattered storms possible later today w/more widespread storm action likely MON with a chance for excessive rainfall to cause flash <strong>flooding</strong> in spots.

Get our free app - DC MD VA Weather (<a class=""twitter-timeline-link"" data-expanded-url=""http://m.appbuild.io/dmvweath"" dir=""ltr"" href=""https://t.co/EcQ5PODwR0"" rel=""nofollow noopener"" target=""_blank"" title=""http://m.appbuild.io/dmvweath""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">m.appbuild.io/dmvweath</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>). <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""30227658"" dir=""ltr"" href=""/eyeonannapolis""><s>@</s><b>eyeonannapolis</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ixbtIORQvh"">pic.twitter.com/ixbtIORQvh</a></p>",0,1,0,,,,0,"STORMS POSSIBLE LATER TODAY, LIKELY MONDAY

Some scattered storms possible later today w/more widespread storm action likely MON with a chance for excessive rainfall to cause flash flooding in spots.

Get our free app - DC MD VA Weather (http://m.appbuild.io/dmvweath ). @eyeonannapolispic.twitter.com/ixbtIORQvh",2019-07-21 19:15:18,1563736518,1153020646152122368,/dcmdvaweather/status/1153020646152122368,820244496692744192,dcmdvaweather
2947,lil lucy vert✨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">such a lovely <strong>flood</strong> to welcome tyler and i back home</p>",0,0,0,,,,0,such a lovely flood to welcome tyler and i back home,2019-07-21 19:15:17,1563736517,1153020640812785665,/uhhlucyy/status/1153020640812785665,731081018086699008,uhhlucyy
2948,Robert Payne,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Chapter's 1 &amp; 2 have a conflict of when plants were made, a global <strong>flood</strong> 4000 years ago is contradicted by the evidence + the Tower of Babel story depicts a different God who has to learn what man is up to, is intimidated by it &amp; responds with ineffectual measures long-term.</p>",0,1,3,,,,0,"Chapter's 1 & 2 have a conflict of when plants were made, a global flood 4000 years ago is contradicted by the evidence + the Tower of Babel story depicts a different God who has to learn what man is up to, is intimidated by it & responds with ineffectual measures long-term.",2019-07-21 19:15:13,1563736513,1153020624098537473,/paynenotes1/status/1153020624098537473,3119851193,paynenotes1
2949,Bhavana,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">3) Many also critical of her ignoring millions of Indian poor while visiting &amp; talking about poor elsewhere.
4) Ignoring Assam <strong>floods</strong> &amp; loss of life &amp; property (of course she much later tweeted about) while earning millions from the state as tourism ambassador.</p>",0,1,1,,,,0,"3) Many also critical of her ignoring millions of Indian poor while visiting & talking about poor elsewhere.
4) Ignoring Assam floods & loss of life & property (of course she much later tweeted about) while earning millions from the state as tourism ambassador.",2019-07-21 19:15:07,1563736507,1153020598622146561,/bhavnapb/status/1153020598622146561,2161088460,bhavnapb
